,smrbci,dynamical,exponential
1264,"(0.995349645614624, 0.0046503483317792416)","(0.3785645067691803, 0.6214354634284973)","(0.39267081022262573, 0.6073291897773743)"
1265,"(0.9408888816833496, 0.0591111034154892)","(0.3954342305660248, 0.6045657992362976)","(0.4150083065032959, 0.5849916934967041)"
1266,"(0.0981101542711258, 0.9018898606300354)","(0.3865145146846771, 0.6134854555130005)","(0.40039360523223877, 0.5996063947677612)"
1267,"(0.0021833814680576324, 0.9978166222572327)","(0.37498459219932556, 0.625015377998352)","(0.3744172155857086, 0.6255828142166138)"
1268,"(0.027851369231939316, 0.9721486568450928)","(0.36457061767578125, 0.6354293823242188)","(0.352377712726593, 0.647622287273407)"
1269,"(0.5410642027854919, 0.45893582701683044)","(0.36457061767578125, 0.6354293823242188)","(0.35535261034965515, 0.6446473598480225)"
1270,"(0.7513622045516968, 0.24863781034946442)","(0.37617433071136475, 0.6238256692886353)","(0.3635041415691376, 0.63649582862854)"
1271,"(0.011818393133580685, 0.9881815910339355)","(0.36524367332458496, 0.634756326675415)","(0.33943358063697815, 0.6605664491653442)"
1272,"(0.0004039863997604698, 0.9995959997177124)","(0.35429850220680237, 0.64570152759552)","(0.3140120804309845, 0.6859879493713379)"
1273,"(0.0005514293443411589, 0.9994485974311829)","(0.3436861038208008, 0.6563138961791992)","(0.2888432741165161, 0.7111567258834839)"
1274,"(0.0012545398203656077, 0.9987454414367676)","(0.33341315388679504, 0.6665868163108826)","(0.2639337182044983, 0.7360662817955017)"
1275,"(0.0014696456491947174, 0.9985303282737732)","(0.3234548568725586, 0.6765451431274414)","(0.23913609981536865, 0.7608639001846313)"
1276,"(0.0025216047652065754, 0.9974783658981323)","(0.31382685899734497, 0.686173141002655)","(0.21449589729309082, 0.7855041027069092)"
1277,"(0.028462480753660202, 0.9715375304222107)","(0.3052659332752228, 0.6947340369224548)","(0.19336651265621185, 0.806633472442627)"
1278,"(0.2777881622314453, 0.7222118377685547)","(0.3044416010379791, 0.6955583691596985)","(0.19182083010673523, 0.8081791400909424)"
1279,"(0.8583512902259827, 0.14164870977401733)","(0.32105889916419983, 0.6789411306381226)","(0.2070540338754654, 0.7929459810256958)"
1280,"(0.9852910041809082, 0.014708983711898327)","(0.34098583459854126, 0.6590141654014587)","(0.23609760403633118, 0.7639024257659912)"
1281,"(0.9975619912147522, 0.002438020659610629)","(0.3606830835342407, 0.6393169164657593)","(0.26698073744773865, 0.733019232749939)"
1282,"(0.9991543889045715, 0.0008456032373942435)","(0.3798372149467468, 0.6201627850532532)","(0.29808950424194336, 0.7019104957580566)"
1283,"(0.999973475933075, 2.652239527378697e-05)","(0.39844128489494324, 0.6015586853027344)","(0.329194039106369, 0.6708059310913086)"
1284,"(0.9999946355819702, 5.36819061380811e-06)","(0.4164878726005554, 0.5835121273994446)","(0.360064297914505, 0.6399357318878174)"
1285,"(0.999993085861206, 6.9403217821673024e-06)","(0.43399301171302795, 0.5660069584846497)","(0.39059534668922424, 0.6094046831130981)"
1286,"(0.9999932050704956, 6.808700618421426e-06)","(0.4509730041027069, 0.5490270256996155)","(0.4207022786140442, 0.5792977213859558)"
1287,"(0.9999427795410156, 5.7229033700423315e-05)","(0.4674420654773712, 0.5325579047203064)","(0.4503122866153717, 0.5496877431869507)"
1288,"(0.9993792772293091, 0.0006207464612089097)","(0.4834001660346985, 0.5165998339653015)","(0.4793064594268799, 0.5206935405731201)"
1289,"(0.9985239505767822, 0.0014760504709556699)","(0.4988538920879364, 0.501146137714386)","(0.5076213479042053, 0.4923786520957947)"
1290,"(0.9996901750564575, 0.0003098322486039251)","(0.5138789415359497, 0.4861210584640503)","(0.5355514883995056, 0.4644485116004944)"
1291,"(0.9997432827949524, 0.0002567383926361799)","(0.5284548401832581, 0.47154513001441956)","(0.5629466772079468, 0.4370533227920532)"
1292,"(0.9977685809135437, 0.0022314449306577444)","(0.5425342917442322, 0.4574657380580902)","(0.5895426869392395, 0.4104573130607605)"
1293,"(0.9917784929275513, 0.008221520110964775)","(0.5560115575790405, 0.4439884126186371)","(0.6148165464401245, 0.3851834535598755)"
1294,"(0.9957242608070374, 0.004275749437510967)","(0.5692029595375061, 0.4307970404624939)","(0.6402572393417358, 0.35974276065826416)"
1295,"(0.9954401254653931, 0.00455987174063921)","(0.5819900631904602, 0.4180099368095398)","(0.6653099060058594, 0.3346900939941406)"
1296,"(0.7933985590934753, 0.20660144090652466)","(0.5883322954177856, 0.41166770458221436)","(0.6704639196395874, 0.3295360803604126)"
1297,"(0.032263848930597305, 0.9677361249923706)","(0.5716502666473389, 0.42834973335266113)","(0.6440396308898926, 0.3559603691101074)"
1298,"(0.014184720814228058, 0.9858152866363525)","(0.554926335811615, 0.4450736939907074)","(0.6154776811599731, 0.38452231884002686)"
1299,"(0.23482578992843628, 0.7651742100715637)","(0.5453233122825623, 0.45467668771743774)","(0.6070644855499268, 0.39293551445007324)"
1300,"(0.06007998436689377, 0.9399200081825256)","(0.5307660102844238, 0.46923398971557617)","(0.5848433971405029, 0.41515660285949707)"
1301,"(0.027386818081140518, 0.9726131558418274)","(0.5156646370887756, 0.484335333108902)","(0.5589367747306824, 0.4410632252693176)"
1302,"(0.5050378441810608, 0.4949621260166168)","(0.5156646370887756, 0.484335333108902)","(0.5578625202178955, 0.4421374797821045)"
1303,"(0.8513871431350708, 0.1486128717660904)","(0.5257363319396973, 0.47426366806030273)","(0.5685139894485474, 0.43148601055145264)"
1304,"(0.13117848336696625, 0.8688215017318726)","(0.5138996243476868, 0.4861004054546356)","(0.5540299415588379, 0.4459700584411621)"
1305,"(0.012711363844573498, 0.9872886538505554)","(0.49886396527290344, 0.5011360049247742)","(0.5266801118850708, 0.4733198881149292)"
1306,"(0.44262799620628357, 0.557371973991394)","(0.4971768856048584, 0.5028231143951416)","(0.525479257106781, 0.474520742893219)"
1307,"(0.9254562854766846, 0.07454369217157364)","(0.5100252628326416, 0.4899747371673584)","(0.5436298847198486, 0.45637011528015137)"
1308,"(0.896952748298645, 0.10304725915193558)","(0.5216330885887146, 0.4783669412136078)","(0.5585083365440369, 0.44149166345596313)"
1309,"(0.7520354390144348, 0.2479645311832428)","(0.5285451412200928, 0.4714548587799072)","(0.5631023645401001, 0.4368976354598999)"
1310,"(0.9756526947021484, 0.024347279220819473)","(0.5419583320617676, 0.45804163813591003)","(0.5866172313690186, 0.41338276863098145)"
1311,"(0.9876314997673035, 0.012368480674922466)","(0.5553285479545593, 0.4446714520454407)","(0.6113563179969788, 0.38864368200302124)"
1312,"(0.8136721849441528, 0.18632781505584717)","(0.5630788207054138, 0.4369211494922638)","(0.6184279322624207, 0.38157206773757935)"
1313,"(0.1106923446059227, 0.8893076777458191)","(0.5495072603225708, 0.4504927396774292)","(0.6013109683990479, 0.39868903160095215)"
1314,"(0.02241186983883381, 0.9775881171226501)","(0.5336943864822388, 0.46630558371543884)","(0.5744725465774536, 0.4255274534225464)"
1315,"(0.03834789618849754, 0.9616521000862122)","(0.5188340544700623, 0.48116597533226013)","(0.5501595735549927, 0.4498404264450073)"
1316,"(0.08005043864250183, 0.9199495315551758)","(0.5056705474853516, 0.49432945251464844)","(0.5311354398727417, 0.4688645601272583)"
1317,"(0.1305035501718521, 0.8694964647293091)","(0.4944155216217041, 0.5055844783782959)","(0.5172907710075378, 0.48270922899246216)"
1318,"(0.9356981515884399, 0.06430184096097946)","(0.5076540112495422, 0.49234598875045776)","(0.536741316318512, 0.46325868368148804)"
1319,"(0.9929127097129822, 0.007087287493050098)","(0.5222117304801941, 0.4777882397174835)","(0.5631282925605774, 0.4368717074394226)"
1320,"(0.990206778049469, 0.009793245233595371)","(0.5362516045570374, 0.46374842524528503)","(0.588639497756958, 0.411360502243042)"
1321,"(0.979479968547821, 0.02052001841366291)","(0.5495484471321106, 0.4504515826702118)","(0.612223744392395, 0.387776255607605)"
1322,"(0.9942445158958435, 0.005755463615059853)","(0.5628892779350281, 0.43711069226264954)","(0.6374905109405518, 0.36250948905944824)"
1323,"(0.9998478889465332, 0.00015210898709483445)","(0.5759980082511902, 0.4240019619464874)","(0.6632171273231506, 0.33678287267684937)"
1324,"(0.9998257756233215, 0.00017419501091353595)","(0.5887128710746765, 0.4112871289253235)","(0.6886448264122009, 0.3113551735877991)"
1325,"(0.9965117573738098, 0.003488242393359542)","(0.6009467840194702, 0.3990531861782074)","(0.7133672833442688, 0.2866327166557312)"
1326,"(0.9816563725471497, 0.018343599513173103)","(0.612368106842041, 0.387631893157959)","(0.7358566522598267, 0.26414334774017334)"
1327,"(0.9902029037475586, 0.00979708880186081)","(0.623703122138977, 0.37629687786102295)","(0.7594618797302246, 0.2405381202697754)"
1328,"(0.9915304183959961, 0.008469573222100735)","(0.6347379088401794, 0.36526206135749817)","(0.7832480072975159, 0.21675199270248413)"
1329,"(0.9890184998512268, 0.010981486178934574)","(0.6453663110733032, 0.3546336591243744)","(0.806742250919342, 0.19325774908065796)"
1330,"(0.9047536253929138, 0.09524637460708618)","(0.6531479358673096, 0.34685203433036804)","(0.8203028440475464, 0.1796971559524536)"
1331,"(0.2625764310359955, 0.7374235987663269)","(0.6414307951927185, 0.3585691750049591)","(0.8123977184295654, 0.18760228157043457)"
1332,"(0.235881045460701, 0.7641189694404602)","(0.6292643547058105, 0.37073567509651184)","(0.8032220602035522, 0.19677793979644775)"
1333,"(0.5206334590911865, 0.47936657071113586)","(0.6292643547058105, 0.37073567509651184)","(0.8005038499832153, 0.19949615001678467)"
1334,"(0.017393536865711212, 0.9826064705848694)","(0.6109082102775574, 0.38909175992012024)","(0.7718729376792908, 0.22812706232070923)"
1335,"(0.0010411767289042473, 0.9989588260650635)","(0.5926122069358826, 0.40738776326179504)","(0.7408043742179871, 0.25919562578201294)"
1336,"(0.0007162672118283808, 0.9992837309837341)","(0.574855387210846, 0.42514461278915405)","(0.7096642255783081, 0.2903357744216919)"
1337,"(0.004551200196146965, 0.9954488277435303)","(0.5577462911605835, 0.4422537386417389)","(0.6791740655899048, 0.3208259344100952)"
1338,"(0.02192310430109501, 0.9780768752098083)","(0.5416715741157532, 0.4583284258842468)","(0.6513068079948425, 0.34869319200515747)"
1339,"(0.004958651959896088, 0.9950413703918457)","(0.5255702137947083, 0.47442978620529175)","(0.6213572025299072, 0.3786427974700928)"
1340,"(0.0006537538138218224, 0.9993462562561035)","(0.5098227262496948, 0.4901772737503052)","(0.5911691188812256, 0.4088308811187744)"
1341,"(0.001068732002750039, 0.9989312887191772)","(0.4945601224899292, 0.5054398775100708)","(0.5615063309669495, 0.43849366903305054)"
1342,"(0.007233812008053064, 0.9927662014961243)","(0.47994035482406616, 0.5200596451759338)","(0.5332473516464233, 0.46675264835357666)"
1343,"(0.006727929692715406, 0.993272066116333)","(0.4657439887523651, 0.5342559814453125)","(0.5054460763931274, 0.49455392360687256)"
1344,"(0.0008465121500194073, 0.9991534948348999)","(0.4517970681190491, 0.5482029318809509)","(0.4773377776145935, 0.5226622223854065)"
1345,"(0.001860504038631916, 0.998139500617981)","(0.4382990002632141, 0.5617009997367859)","(0.449927419424057, 0.5500725507736206)"
1346,"(0.007025978062301874, 0.992974042892456)","(0.4253608286380768, 0.5746392011642456)","(0.4237837493419647, 0.5762162208557129)"
1347,"(0.008573906496167183, 0.9914261102676392)","(0.4128572344779968, 0.5871427655220032)","(0.3983328938484192, 0.6016671061515808)"
1348,"(0.028963567689061165, 0.971036434173584)","(0.40134042501449585, 0.5986595749855042)","(0.3760848939418793, 0.6239150762557983)"
1349,"(0.15189915895462036, 0.8481008410453796)","(0.3938571810722351, 0.6061428189277649)","(0.36677080392837524, 0.6332291960716248)"
1350,"(0.35837629437446594, 0.6416236758232117)","(0.3927927613258362, 0.6072072386741638)","(0.3669871985912323, 0.6330127716064453)"
1351,"(0.8001770377159119, 0.19982297718524933)","(0.4050142765045166, 0.5949857234954834)","(0.3775508999824524, 0.6224491000175476)"
1352,"(0.8600713014602661, 0.1399286836385727)","(0.41866597533226013, 0.5813339948654175)","(0.3921787738800049, 0.6078212261199951)"
1353,"(0.8339938521385193, 0.16600613296031952)","(0.43112581968307495, 0.568874180316925)","(0.40460139513015747, 0.5953986048698425)"
1354,"(0.1166372150182724, 0.8833627700805664)","(0.4216911494731903, 0.5783088207244873)","(0.39191004633903503, 0.6080899238586426)"
1355,"(0.007139105815440416, 0.9928609132766724)","(0.40925461053848267, 0.5907453894615173)","(0.36677834391593933, 0.6332216262817383)"
1356,"(0.003829838940873742, 0.996170163154602)","(0.3970918655395508, 0.6029081344604492)","(0.34153038263320923, 0.6584696173667908)"
1357,"(0.00462290458381176, 0.9953771233558655)","(0.3853178024291992, 0.6146821975708008)","(0.3166980445384979, 0.6833019256591797)"
1358,"(0.0007572619942948222, 0.9992427229881287)","(0.3737810254096985, 0.6262189745903015)","(0.29153820872306824, 0.7084617614746094)"
1359,"(7.22985714673996e-05, 0.9999276995658875)","(0.36256974935531616, 0.6374302506446838)","(0.2664429545402527, 0.7335570454597473)"
1360,"(3.39006983267609e-05, 0.9999660849571228)","(0.35169368982315063, 0.6483063101768494)","(0.24143125116825104, 0.7585687637329102)"
1361,"(2.7510452127899043e-05, 0.9999724626541138)","(0.34114372730255127, 0.6588562726974487)","(0.21643075346946716, 0.7835692167282104)"
1362,"(5.363874606700847e-06, 0.9999946355819702)","(0.3309095799922943, 0.6690904498100281)","(0.19136229157447815, 0.8086377382278442)"
1363,"(3.199681032128865e-06, 0.9999967813491821)","(0.3209823966026306, 0.6790176033973694)","(0.16615304350852966, 0.833846926689148)"
1364,"(6.039205800334457e-06, 0.9999939799308777)","(0.3113531172275543, 0.6886469125747681)","(0.14073020219802856, 0.8592697978019714)"
1365,"(1.8031692889053375e-05, 0.9999819397926331)","(0.3020130693912506, 0.697986900806427)","(0.11502480506896973, 0.8849751949310303)"
1366,"(1.8499140423955396e-05, 0.9999815225601196)","(0.2929532527923584, 0.7070467472076416)","(0.08896947652101517, 0.9110305309295654)"
1367,"(1.725440233713016e-05, 0.9999827742576599)","(0.2841651737689972, 0.7158348560333252)","(0.06250433623790741, 0.9374956488609314)"
1368,"(4.458609328139573e-05, 0.999955415725708)","(0.2756415605545044, 0.7243584394454956)","(0.03558181971311569, 0.9644181728363037)"
1369,"(5.8076457207789645e-05, 0.9999419450759888)","(0.26737406849861145, 0.7326259613037109)","(0.008158156648278236, 0.9918418526649475)"
1370,"(0.00013724301243200898, 0.9998627305030823)","(0.2593569755554199, 0.7406430244445801)","(0.0, 1.0)"
1371,"(0.0013896484160795808, 0.9986103773117065)","(0.251617968082428, 0.748382031917572)","(0.0, 1.0)"
1372,"(0.016690609976649284, 0.9833093881607056)","(0.24457013607025146, 0.7554298639297485)","(0.0, 1.0)"
1373,"(0.023950587958097458, 0.9760494232177734)","(0.23795156180858612, 0.7620484232902527)","(0.0, 1.0)"
1374,"(0.00399911031126976, 0.9960008859634399)","(0.23093299567699432, 0.7690669894218445)","(0.0, 1.0)"
1375,"(0.0005759981577284634, 0.9994239807128906)","(0.2240222990512848, 0.7759777307510376)","(0.0, 1.0)"
1376,"(0.0006870459765195847, 0.9993129372596741)","(0.2173222452402115, 0.7826777696609497)","(0.0, 1.0)"
1377,"(0.0012145745567977428, 0.9987854361534119)","(0.21083901822566986, 0.789160966873169)","(0.0, 1.0)"
1378,"(0.0023082527332007885, 0.9976917505264282)","(0.2045830935239792, 0.7954168915748596)","(0.0, 1.0)"
1379,"(0.00846280250698328, 0.9915372133255005)","(0.19869950413703918, 0.8013005256652832)","(0.0, 1.0)"
1380,"(0.08311758935451508, 0.9168823957443237)","(0.19523204863071442, 0.8047679662704468)","(0.0, 1.0)"
1381,"(0.15324872732162476, 0.8467512726783752)","(0.19397254288196564, 0.8060274720191956)","(0.0, 1.0)"
1382,"(0.04624545946717262, 0.9537545442581177)","(0.18954074382781982, 0.8104592561721802)","(0.0, 1.0)"
1383,"(0.038036834448575974, 0.9619631767272949)","(0.1849956214427948, 0.8150043487548828)","(0.0, 1.0)"
1384,"(0.07879839837551117, 0.9212015867233276)","(0.1818097084760666, 0.8181902766227722)","(0.0, 1.0)"
1385,"(0.1309213638305664, 0.8690786361694336)","(0.1802830547094345, 0.8197169303894043)","(0.0, 1.0)"
1386,"(0.013160081580281258, 0.9868398904800415)","(0.17526938021183014, 0.824730634689331)","(0.0, 1.0)"
1387,"(0.009052690118551254, 0.9909473061561584)","(0.17028288543224335, 0.8297170996665955)","(0.0, 1.0)"
1388,"(0.00431440444663167, 0.9956855773925781)","(0.16530382633209229, 0.8346961736679077)","(0.0, 1.0)"
1389,"(0.0004953251918777823, 0.9995046854019165)","(0.16035957634449005, 0.8396404385566711)","(0.0, 1.0)"
1390,"(8.54890386108309e-05, 0.9999145269393921)","(0.15555135905742645, 0.8444486260414124)","(0.0, 1.0)"
1391,"(1.1530749361554626e-05, 0.9999884963035583)","(0.1508851796388626, 0.8491148352622986)","(0.0, 1.0)"
1392,"(1.9466792764433194e-06, 0.9999980330467224)","(0.1463586837053299, 0.8536413311958313)","(0.0, 1.0)"
1393,"(5.646916179102845e-07, 0.999999463558197)","(0.14196793735027313, 0.8580320477485657)","(0.0, 1.0)"
1394,"(3.495086957627791e-06, 0.9999964833259583)","(0.13770900666713715, 0.8622909784317017)","(0.0, 1.0)"
1395,"(1.3076915820420254e-05, 0.9999869465827942)","(0.1335781365633011, 0.8664218783378601)","(0.0, 1.0)"
1396,"(9.74931572272908e-06, 0.9999902248382568)","(0.1295710951089859, 0.8704289197921753)","(0.0, 1.0)"
1397,"(5.452655386761762e-06, 0.9999945759773254)","(0.12568412721157074, 0.8743158578872681)","(0.0, 1.0)"
1398,"(4.0336592064704746e-05, 0.9999596476554871)","(0.1219148114323616, 0.878085196018219)","(0.0, 1.0)"
1399,"(0.0014299217145889997, 0.9985700845718384)","(0.11830027401447296, 0.8816997408866882)","(0.0, 1.0)"
1400,"(0.0024599931202828884, 0.9975399971008301)","(0.1148250624537468, 0.8851749300956726)","(0.0, 1.0)"
1401,"(0.0004631484916899353, 0.9995368719100952)","(0.11139421164989471, 0.8886057734489441)","(0.0, 1.0)"
1402,"(0.0003798835095949471, 0.9996201395988464)","(0.10806378722190857, 0.8919362425804138)","(0.0, 1.0)"
